Exolelixixime north=Mosme south=Dasmino east=Egalusmo west=Eninodu
Emosmino north=Dixudiniga south=Emo-Exina east=Asnanixa west=Dagamila
Do-Ene north=Demosnigo south=Mulemo east=Minulnu west=Menene
Mosmismimo north=Demama south=Enude east=Mo-Ane west=Elanude
Amodolixo north=Dulnelme south=Agana east=Agasna west=Emulegu
Elulema north=Milusna south=Emulo-E east=Egenaxo west=Desnena
Dalma north=Molosma south=Damegimo east=Mismulme west=Dixale
Esmelu north=Duludu south=Dudismu east=Dilosminimu west=Desmu-Mu
Damula north=Milaximo south=Do-Dexo east=Asniga west=Mameno
Dusmelo north=Mexiga south=Do-Anisma east=Esno-Mismu west=Mixodine
Agalulimu north=Exodulima south=Emimesmina east=Esnige west=Mudeme
Do-Ena north=Mu south=Axilesme east=Egudaxo west=Esninixilmo
Do-Emu north=Masma south=Alixudo east=Magude west=Asmixe
Emigu north=Desnaga south=Delexa east=Enulasnu west=Mexasnu
Esmema north=Elmaxu south=Molmusma east=Molminiligismine
Elulele north=Daxasmo south=Migige east=Emu-Emu west=Denilixa
Dalmu north=Amisnu south=Exanude east=Diliga west=Egimudo
Migismo north=Elnusminige south=Magegisnina east=Agolesmisna west=Emimalo
Musnu north=Danu-De south=Danu-Da east=Enelane west=Modagu
Masnaga north=Masnago south=Maginisnima east=Esmexa west=Denalimo
Dasmige north=Damamile south=Emusme east=Exu-Miga west=Do-Dodo
Melenimu north=Dasninu south=Mesnosmo east=Egodila west=Mixodigu
Mosnema north=Agudu-Do south=Mo-Molimu east=Misnolna west=Masmesmimo
Musne north=Elamo-A south=Migolilo east=Demexo west=Agu-Elo
Dalagu north=Dixexo south=Magosnu east=Elmilime west=Exodule
Memamu north=Egegudu south=Manusme east=Anodudu west=Axodexe
Masnago north=Enodelnige south=Masnaga east=Danesmina west=Axu-Emo
Axigesma north=Denalu south=Exigude east=Esnege west=Molisno
Melola north=Axisnismu south=Molosma east=Anesnu west=Minusno
Melmu-Me north=Musmusmigu east=Axanesmo west=Exulime
Melolo south=Alnilmigixismixiga east=Ano-Axinu west=Dimude
Dexo-A north=Masmenige south=Magulo east=Dulagu west=Amiludu
Musno north=Alaximo south=Amilu-E east=Dinixu west=Mosmegiximo
Mosmu-E north=Do-Eno south=Axisnima east=Amagolmu west=Esnime
Musmu north=Masnisne south=Dagosmu east=Molagu west=Asmosno
Aligimigu north=Agaxodilnu south=Almimisnu east=Axololme west=Migame
Mu-Dimina north=Mula south=Enudu-A east=Egudino west=Elimelo
Dosmo-A north=Degilo south=Amodime east=Elusma west=Eno-Axa
Melnaxigine north=Asnala south=Asnale east=Magalo west=Molmismu
Musme north=Mu-Dismixige south=Asnanisma east=Axisne west=Melusminu
Eginega north=Doludixa south=Do-Egina east=Mimimu west=Dolexigo
Delesno north=Egolmo south=Mosnusmigu east=Mu-Egima west=Dalisno
Anodule north=Musmema south=Mamina east=Mosnosma west=Exu-Miga
Daxulu north=Enudu-A south=Mudila east=Agilodu west=Eginusma
Mosmu-A north=Axisnima south=Exanegixo east=Emamudu west=Elasne
Musmo north=Asmu south=Dodelu east=Mesmigigo west=Desmudilima
Demisnixixinime north=Menalne south=Megino east=Aminolmu west=Danusnu
Mamime north=Amulega south=Mu-Dosmu east=Agamemo west=Dinalisno
Amelolilinigo north=Anolu south=Egaminu east=Milno west=Mosmule
Maxime north=Minaxa south=Maxima east=Desmo-A west=Enigalu
Mamima north=Manisnu south=Modode east=Esmuligine west=Agesmu
Elanudilo north=Axilno south=Egixusnu east=Meluline west=Alesno
Maxima north=Maxime south=Mo-Milu east=Minoligimu west=Elmusno
Enegilne north=Anodosno south=Agimagu east=Enosnu west=Alulnima
Emosmila north=Mu-Anime south=Musnismixa east=Egasno west=Dolegu
Elmilna north=Modo-Mile east=Egudesmisma west=Egimane
Mixo-Mu north=Agudelmo south=Esmemo east=Ala
Axulusmu north=Emanexo south=Mesmu east=Amodo west=Elasnimo
Mamimo north=Eniname south=Agolima east=Dexilno west=Demudu
Eludodo north=Dulmege east=Desmolu west=Mo-Esna
Elinesnu north=Emegane south=Mu-Axu east=Mexo-Dinino west=Demale
Dusnexiga north=Enemexo south=Asmosmo east=Dimodilige west=Axololme
Mixo-Me north=Mexexu south=Dinilmu east=Elnulu west=Menosmila
Exanude north=Dalmu south=Mesmeligo east=Asnodimu west=Agasmu
Asmesno north=Megu-A south=Maxasne east=Danulima west=Dasmigu
Mamila north=Exalmu south=Elmena east=Axo-Du west=Exo-Dimo
Eludoda north=Eximixa south=Eligo-A east=Menala west=Axana
Dololu north=Mosnige south=Agodesmo east=Dulo-E west=Anududu
Aneligo north=Asnasmime south=Dusmanu east=Mu-Damimu west=Desmale
Agaxodilnu north=Dagama south=Aligimigu east=Dasmudisne west=Mililmu
Mamilu north=Mixeniga south=Mosmaxe east=Emixo west=Amudimixo
Demo-A north=Esmismo south=Elulno east=Dusnusnu west=Digixinu
Agulesmo north=Exulme south=Megesma east=Daxulnimu west=Maxulno
Deximililu north=Migula south=Disnodinigo east=Modulo west=Axexesme
Asmesme north=Axexisne south=Anu-Alu east=Dimoda west=Dinagixo
Almigu north=Esmalixa south=Asniligo east=Daxila west=Dodene
Mo-Egine north=Dinimigo south=Axigo east=Elilnina west=Dixosme
Esmemu north=Digolmu south=Almexo east=Dilmiga
Asmesmo north=Mu-Demigu south=Elusno east=Anolele west=Dolodu
Melusne north=Dexigo south=Emu-Do east=Enego west=Mixusninine
Dolnanigu north=Daxode south=Enodudu east=Elosna west=Milo-Mo
Esmemo north=Mixo-Mu south=Emu-Mo east=Exino
Memasmo north=Du-Emo south=Dolnolisnu east=Esnixu west=Migalmilu
Asmo-Du north=Mulmulmu south=Malo-E east=Eximexe west=Dasnode
Dudule north=Egexude south=Dimuda east=Demene west=Dismega
Asmesmu north=Mu-Dego south=Eludalo east=Amixe west=Migo
Dilaxu north=Dino-Diga south=Elno east=Esnasmo west=Disnode
Almige north=Modama south=Enigine east=Exigo west=Elmulile
Agaganilno north=Mesmu-E south=Exo-Mo east=Mosmixixu west=Milaxu
Esmene north=Alno-Mismu south=Exismiga east=Dimigo west=Agemaginiga
Dodulmo north=Dexino south=Delaninixu east=Meguda west=Mulusna
Esmena north=Exigelmu south=Dulnodu east=Anu-Ala west=Exolilma
Elnasnime north=Elma south=Agusme east=Dimosne west=Mudino
Esmeno north=Manuda south=Elemaxe east=Danulilo west=Demigu
Menude north=Asmo-Da south=Dalaxe east=Eginusna west=Anolemige
Amu-Asmu north=Elimu-Me south=Egenaxo east=Axudu-A west=Milusna
Asmo-Da north=Amagelmo south=Menude east=Mudimigu west=Misnalnu
Menudu north=Dolixa south=Dalaxu east=Denudu west=Agusmo
Anixaxe north=Minisna south=Mamana east=Dimemo west=Dusnela
Axigola north=Menolismiga south=Emaxusmu east=Damima west=Emesnige
Asmesma north=Molno-Du south=Axexisne east=Do-De west=Dalu
Maxe north=Dexalilmo south=Elmasmu east=Esmesna west=Magude
Egixusnu north=Elanudilo south=Dusnasme east=Dolo-E west=Migasme
Dasmo-De north=Agodisme south=Emodagu east=Enanene west=Mamelo
Disnigu north=Dexana south=Elmigu east=Elemolmo west=Dulasmo
Anodismine north=Amodexe south=Digasnu east=Misnusma west=Aneludilna
Emudesme north=Alnusme south=Dixano east=Malnanisna west=Mesnolu
Dasmo-Da north=Digagismilmu south=Mosmamilu east=Exelnigo west=Mola
Maxo north=Mu-A south=Elu-Milige east=Esmolme west=Magudo
Dolmexe north=Mimude south=Amolilne east=Anu-Esmo west=Emalnu
Mino-A north=Enolesma south=Agemaginiga east=Alno-Mismu west=Melmu
Mino-E north=Agemaginiga south=Esnege east=Exismiga west=Denalu
Maxu north=Exodusme south=Mu-E east=Mamu-E west=Alnu
Egixusne north=Molana south=Danesmina east=Exe west=Enodelnige
Enexiligo north=Dimude south=Daxila east=Alnilmigixismixiga west=Esmalixa
Magexiga north=Melno south=Ano-Mu east=Mismusmo west=Dismelu
Maxigu north=Emulaxu south=Alulmigu east=Elmole west=Alusna
Dalmaxo north=Demodine south=Mosmo east=Elu-Eno west=Esnulo
Dexemisnu north=Enanu-A south=Mulnosnu east=Dosnine west=Mosno
Alinudo north=Emudine south=Asmudisnu east=Manola west=Egasno
Dusmamismo north=Axosnu south=Elimolo east=Emo-Mu west=Enimusmimo
Amixinima north=Molnegixilu south=Maxisme east=Amisnime west=Egiganisnu
Daxusna north=Menigixu south=Disnudu east=Mexage west=Esnexe
Milexiginu north=Aleninu south=Dudo east=Desnanu
Maxige north=Enige south=Demo-De east=Emelu west=Mimu-Mu
Memasme north=Elisnu south=Agudigisne east=Dinime west=Menu
Dududu north=Dexige south=Maxusnu east=Anesnismu west=Enanage
Daxusmo south=Elosmigo east=Enimusmimo west=Amodigixa
Mamiga north=Exemismo south=Agimalisna east=Dudolmo west=Asnegile
Damudu north=Maxino south=Anexexe east=Ago-Eme west=Esnixisne
Digosna north=Minusno south=Dixale east=Molosma west=Asnude
Alenusmisna north=Agulne south=Denu-De east=Agaxo west=Mexu-E
Daxuda north=Exudima south=Mesnagigisna east=Mamosna west=Anexusmu
Amelmo north=Dimile south=Migusne east=Enudigisna west=Memimu
Amelme north=Mu-Alna south=Dasninu east=Exisno west=Emalila
Emudesno north=Aganusne south=Elmulile east=Modama west=Dulnigu
Mamigo north=Axelna south=Asmexa east=Dudo-A west=Mudigimo
Digosmu north=Emaxusmu south=Amenixo east=Elaxigu west=Almo-Misno
Melode north=Demosnu south=Emaxeno east=Musmama west=Dismisme
Enexixu south=Egagolnu east=Dudo west=Minesme
Mudiga north=Dimolilu south=Dusmudu east=Alo-Emu west=Esnulna
Egixusmu north=Enasno south=Elanasmiga east=Axanulu west=Deno-A
Agolo north=Memulixo south=Alegoda east=Anilno west=Mosnu
Almima north=Almime south=Eno-Almo east=Desnasne west=Memodixixu
Do-Exe north=Amosna south=Amosne east=Damina west=Agaxaxu
Memimimismo north=Anolago south=Dixaxe east=Dimixinisnu west=Muda
Digosma north=Eligaxa south=Mosno-Ma east=Dudame west=Dinixu
Almime north=Alasme south=Almima east=Migosna west=Axanene
Mudige north=Dusmudu south=Alolude east=Dixulnilu west=Melasma
Amelne north=Emusmine south=Musnixo east=Eginu west=Do
Exegaxiga north=Mamole south=Digu-Mo east=Emegudo west=Migixa
Agolu north=Dasnela south=Do-Dusmixu east=Dusnulnu west=Disnixa
Daxudo north=Alnu south=Minilo east=Mu-E west=Masmo
Elnamu north=Mamanu south=Alixima east=Axilme west=Migudu
Elmole north=Esmodu south=Elina east=Amagude west=Maxigu
Dulo-E north=Dimege south=Dimega east=Esmu west=Dololu
Dulo-A north=Dimega south=Alixine east=Desmale west=Exulode
Dinigu north=Elne south=Dino-Diga east=Amiximine west=Minu-A
Molesmu north=Mosmala south=Elu east=Dismolu west=Du-Mixe
Elnana north=Aninu-E south=Egixegu east=Axusna west=Damamo
Mismimu north=Maxusmu south=Manolma east=Migasnimo west=Modole
Elmolo north=Dixale south=Demismixe east=Damegimo west=Musmu-Dixo
Axo-Ane north=Mosnano south=Dagixu east=Migelnimo west=Dulusme
Eginu north=Degino south=Anemude east=Elmana west=Amelne
Molesnu north=Magode south=Damexa east=Anaxudiximilisme west=Mu-Alo
Axeleno north=Diminu south=Asmagu east=Agulime west=Amixamo
Egino north=Almexa south=Minasmilmu east=Axamege west=Dulodu
Molodimu north=Demesmo south=Examaxa east=Alinosno west=Daxo-De
Dusmu-Mo north=Masnexu south=Asnu-Mo east=Emexexe west=Axisnina
Memaxe north=Ena south=Misnaxu east=Amexigimiga west=Dudulu
Mismime north=Esmesno south=Esmesna east=Elulisma west=Dexalilmo
Mismilo north=Emanusno south=Dilulo east=Dixiga west=Anudilu
Egine north=Enelo-A south=Dudalma east=Dudu-Do west=Anudenige
Enelagixa north=Alusnixe south=Emigano west=Eno
Mismilu north=Anigusme south=Dulmismu east=Dosmego west=Agigesna
Axo-Ame north=Megana south=Molnolu east=Anexudu west=Danilo
Dinexinu north=Muluda south=Denixu east=Eludage
Asnanixa north=Du-Elme south=Esmalne east=Elmigo west=Emosmino
Egimo north=Dulanile south=Du-Dulu east=Dasmosnu west=Delu
Menegigo north=Dismo south=Magaxilo east=Manolno west=Damesmu
Emilusmu south=Alixusna east=Denege west=Dasnodina
Asnagu north=Axemusno south=Axesmo east=Analegisme west=Dilo-Mima
Egime north=Musnelima south=Dasmula east=Exosmiline west=Asnegu
Mu-Esma north=Egimalu south=Elamigo east=Mu-Daxo west=Enimodigiximu
Egima north=Asnago south=Migamu east=Agusmo west=Megelo
Asmo-Ma north=Elagelma south=Amaxo east=Emiximu west=Mudesno
Mu-Esme north=Eninu south=Agemosmisne east=Dusnige west=Dasmolo
Anudeginu north=Anexusmu south=Elilisma east=Mesnagigisna west=Egelesme
Dodixixo north=Exemiga south=Esnane east=Magu-Mo west=Du-Mulna
Dismelu north=Mesmudo south=Du-Dima east=Magexiga west=Modisnu
Mexulmu north=Exosninu south=Axixo east=Mixige west=Melmu-A
Mu-Esmu north=Masnixina south=Elmega east=Degosme west=Delilo
Alixasna north=Egalmigine south=Amesmisma east=Mame west=Egolodo
Asnago north=Malego south=Egima east=Dagamo west=Egusmiga
Mexaxe north=Almaxa south=Dalnodu east=Modolo west=Molaxo
Mexaxa north=Dalnodu south=Mo-Ago east=Amudolmu west=Dilnisme
Amolilima north=Esnoda south=Du-Mo-Do east=Almosma west=Axanulixu
Memaxu north=Amudude south=Misnime east=Dudixu west=Daxexo
Mexaxu north=Delisna south=Dismexisno east=Analme west=Mesne
Egesnismisnixo north=Enu-Exe south=Dusnule east=Exo-Da west=Mame
Mu-Esno north=Egilnisme south=Anemusmo east=Agilimimu west=Mamego
Mu-Esnu north=Amenexila south=Enemesma east=Axudosmu west=Molola
Minulino north=Minulina south=Exigano east=Du-Dixa west=Agelmu
Migino north=Analoda south=Dexudo east=Daxo-De west=Mimimilu
Alodu-A north=Enosnu south=Mexixixu east=Amixila west=Agimagu
Alinu-A north=Dimiga south=Eno-E west=Axismigo
Aninegu north=Magego south=Axemega west=Agagosmu
Enudage north=Mesna south=Manisnu east=Asmilo west=Asnigino
Asmolo south=Asnalime east=Mo-Miga west=Dixagu
Amaxo north=Asmo-Ma south=Degodige east=Dulasmo west=Mino-Du
Asnana north=Mulnu-Ma south=Asnane east=Elodu west=Axego-E
Migina north=Megagila south=Doligo east=Denalmo west=Mesmexa
Axosmixe north=Dexesne south=Dismodu east=Mosmexismisna west=Ememo-E
Asnane north=Asnana south=Anudamisniline east=Masmodime west=Denixa
Agagisnisno north=Agemo south=Enusna east=Dudolne west=Enodege
Asnamo north=Dusmile south=Mo-Dilmu east=Enigu west=Demalna
Desmoda north=Mulule south=Amodilne east=Alelu-E west=Axinuda
Agosnine north=Egexulisnu south=Eginu-Dilnilma east=Milimilnixinigine west=Emegalu
Migimo north=Memiga south=Axamasna east=Migaxismo west=Dosmigu
Asnamu north=Masnulme south=Dusmilu east=Mixudimu west=Degega
Asmole north=Elminino south=Enalimo east=Molasnu west=Examixo
Dudeme north=Agismu south=Exu-Ema east=Dasnu-Ma west=Masmusno
Dinilo north=Enixama south=Mexinismu east=Egosna west=Magulme
Dalaxa north=Amolula south=Mulmulmu east=Mudeme west=Mane
Axaxo north=Asnixu south=Agodu-E east=Asmisne west=Egodila
Dalaxe north=Menude south=Amolula east=Mudema west=Dudolmo
Amemagu north=Egenaxo south=Anenasne east=Dalaxinu west=Emulo-E
Modilixu north=Maxodu south=Molile east=Mu-Mesna west=Emodudu
Mesnu north=Axeno-Du south=Agududisna east=Asmile west=Alixegu
Dolo-Dixo north=Asmilo south=Esmuligine east=Alolage west=Manisnu
Esmesnu north=Agageximimixisme south=Mosnulu east=Danoda west=Egamexina
Dudema north=Egaxosme south=Molmosmo east=Molnasno west=Molmo
Dudemu north=Ano south=Masmaxa east=Esnanixu west=Magegu
Esmesno north=Esmolme south=Mismime east=Enalime west=Elu-Milige
Desnaga north=Mixusme south=Emigu east=Mosnexu west=Danesmu
Exosninu north=Dolesno south=Mexulmu east=Alnuda west=Enulme
Esmesna north=Mismime south=Enexanilno east=Emanisne west=Maxe
Asnalo north=Magegisnina south=Musnosmu east=Alenaxe west=Anigega
Dinime north=Du-Ele south=Mimemixu east=Mulimo west=Memasme
Axeno-Du north=Dagula south=Mesnu east=Alnusna west=Amu-Ena
Mesna north=Mesne south=Enudage east=Dismexisno west=Ago-Me
Dinimo north=Esnixo south=Disnula east=Almosno west=Elisno
Asnala north=Analaligigisma south=Melnaxigine east=Egenige west=Almaninu
Asnale north=Melnaxigine south=Elnusminige east=Exu-Ala west=Magesnu
Dixu-Da north=Aginolixu south=Elodasninu east=Dodudina west=Anosnismo
Dilnaga north=Do-Memo south=Agismilo east=Alulamu west=Dodudino
Dasmixa north=Mosno-Mo south=Mosno-Me east=Dudamo west=Elelnixa
Mesmu north=Axulusmu south=Enolina east=Dulmola west=Asmelo
Maxino north=Agenagu south=Damudu east=Eligegisnu west=Asmima
Mulage north=Mosnulnu south=Ano-Ane east=Aligolnu west=Daxesmo
Dinine north=Dino south=Esmelmo east=Exilne
Maxinu north=Dinemilnine south=Mixu-E east=Egosno west=Exinelige
Musmexine north=Minino south=Digeme west=Malnago
Esmesma north=Mismixo south=Mulemu east=Asnina west=Dolisne
Dalaxu north=Menudu south=Dolixe east=Agusne west=Elmo
Mesne north=Enaxigo south=Mesna east=Mexaxu west=Mudina
Esmesme north=Mosnino south=Emaxegu east=Menosmila west=Disme
Mesma north=Amosnisme east=Egolusnixo west=Agodana
Dininu north=Dagu south=Egusma east=Emisno
Maxine north=Digaxo south=Agenagu east=Animimu west=Dusnanu
Enanusnile north=Desma south=Exodosmu east=Asmolme west=Dina
Exodisno north=Dasmelmo south=Anexalisna east=Esnama west=Dexa
Mamina north=Anodule south=Amu-Agixo east=Almane west=Modixo
Mo-Du north=Muligo south=Exudamime east=Magago west=Dudalixine
Agexixu north=Enesne south=Axanene east=Alasme west=Elu-Ago
Egigo north=Milnane south=Degiga east=Enanegu west=Anilanu
Maximo north=Almu-E east=Masmulmigu west=Aludamu
Elolime north=Memuda south=Anexudo east=Esmulma west=Minexe
Amaxa north=Daname south=Exenaxo east=Dixilmiga west=Elano-Do
Maximu north=Exenusmo south=Ano-Exixo east=Aludalu west=Dimexe
Dismexisno north=Mexaxu south=Asmilo east=Axolasno west=Mesna
Migilu north=Aximalu south=Musnulo east=Aligodilo west=Alesnu
Agosnime north=Dodagu south=Enodu east=Maxulmu west=Esnixe
Mamino north=Dixenilisnixe south=Esnanilmilu east=Mo-Elna west=Elenismu
Mosnusna north=Dilusne south=Mago-Dine east=Dosmo west=Axolme
Egixano north=Egulo-Ma south=Alime east=Magaxila west=Agulme
Mesnegu north=Dilanilu south=Duludu east=Manaxa west=Migixo
Agexixe north=Emegemo south=Esnu-E east=Alasmu west=Dismilu
Amolilne north=Dolmexe south=Dege east=Dosnasmo west=Esme
Elagode north=Exaxulma south=Exigeno east=Exinasnu west=Melnanu
Mexanu north=Dudame south=Emudesnixe east=Amanano west=Mosno-Ma
Elmoda north=Alegisna south=Esmu-A west=Elnime
Milnasmime north=Do-Ego south=Du-Dude east=Desmusninu west=Dudusmu
Dilmola north=Alalano south=Dusmixu east=Mosnemo west=Egegu-A
Memesnino north=Digegixixa south=Dolisne east=Mismixo west=Delasmimixu
Elinagimigu north=Dudu-E south=Agodigo east=Masmalino west=Milmima
Esnesmino north=Emimexa south=Mimu east=Exiligu west=Dixulnilu
Mo-Musmo north=Do-Egismigilnimo south=Mosmixixu east=Emulage west=Mesmu-E
Molo-Me north=Mulnasmo south=Axine east=Asnila west=Exelo-Dine
Egexila north=Almalo south=Manu-Mu east=Dixole west=Animudu
Malninu north=Dixosme south=Axaxaga east=Axigo west=Dodu-A
Exinisnigigigu north=Modo-Dimilu south=Desnesna east=Axolno west=Mesmige
Amemala north=Emexage south=Emexexe east=Ego-Mo west=Masnexu
Emu-Mo north=Esmemo south=Aludaga east=Ameguda
Elmodo north=Elmalisma south=Axime east=Musnexo west=Axismilno
Egegusma north=Emu-Do south=Mo-Exina east=Emixexa west=Anexemilininixa
Emu-Mu north=Alnosno south=Exasno east=Melo-De west=Denane
Milmu-De north=Amilexo south=Mu-Dimu east=Amenigu west=Mexusma
Ananexu north=Mamaxisnigu south=Daxesno east=Mesmilu west=Agemilo
Damosmu north=Esmane south=Misnigo east=Eludinu west=Egagasnixu
Emu-Ma north=Agaxime south=Manalixe east=Egexisna west=Elosno
Dismexo north=Exixe south=Dasne east=Mosnigo west=Enalodu
Milnelu north=Desnode south=Asmusmo east=Dudanismila west=Dudosno
Dinemige north=Digu-A south=Egamexo east=Mosmale west=Amexilna
Alegudilo north=Emagixima south=Du-Dusnu east=Esmolmiga west=Emegule
Moludu north=Enulma south=Enulme east=Dolesno west=Dulnu-Mo
Enanene north=Alinagu south=Axu-Ego east=Dosmode west=Dasmo-De
Emu-Me north=Du-Axe south=Enenigu east=Axenu
Du-Mexe north=Dulisnu south=Dusmo east=Axolisnu west=Emamamu
Mexamo north=Musneno south=Enale east=Asmega west=Do-Dolu
Dudalma north=Egine south=Almexa east=Alalnimismu west=Exodama
Dismexe north=Alo-Ma south=Molo-Ma east=Denago west=Dixilna
Amoludo north=Axo-Elu south=Dena east=Dolusmo west=Ego-Ale
Amudina north=Elamismo south=Digolmu east=Musnesnu
Dasmigu north=Esmage south=Emusmu east=Asmesno west=Egelesmu
Dimanilu north=Menagigu south=Doleginigila east=Egigega west=Melosnu
Delmime north=Exelagiga south=Asne east=Dimolu west=Emuline
Dilmigigine north=Enodusmo south=Misnu east=Dosmigu west=Elnu-De
Animu-A north=Emudolu south=Doda east=Manege west=Memimigu
Amaxila north=Elnulu south=Mulusne east=Esnisne west=Dinilmu
Dolnu-Mu north=Esnasmo south=Deguda east=Enigele west=Elno
Alanamo north=Dimu south=Dududisma east=Amelusmu west=Amosmu
Axaxagixu north=Eneganiga south=Eneganige east=Axulenino west=Egasma
Exelena north=Dolmamo south=Asnesnile east=Mamalme west=Elmeme
Egimalu north=Migusmo south=Mu-Esma east=Misnelmu west=Mu-Ma
Emenu-Me north=Mego-Mo south=Dagegila east=Milula west=Daguda
Amexamo north=Asmisnilo south=Axisnu east=Anosma west=Dagilo
Mu-A north=Mu-Dusna south=Maxo east=Mosnulo west=Mixene
